Adresse;Name;Größe
"$0151D";"LDR aus bei Fehler (0:ARSKO,3:LDSKO,4:LDF,5:LMM,6:NBF,7:SBR)";"1x1"
"$0151E";"LDR aus bei Fehler (0:DZG,1:SEK,2:HDK,3:K15,4:EABpd,5:PWG,6:EPWP_L,7:MVS)";"1x1"
"$0151F";"LDR aus bei Fehler (0:LDK,1:UV1,2:UV2,3:ARSpR,4:ARSnR)";"1x1"
"$0151A";"Mengenbegr bei Fehler (0:ARSKO,1:LDSpR,2:LDSnR,3:LDSKO,4:LDF,5:LMM,6:NBF,7:SBR)";"1x1"
"$0151B";"Mengenbegr bei Fehler (0:DZG,1:SEK,2:HDK,3:K15,4:EABpd,6:EPWP_L,7:MVS)";"1x1"
"$0151C";"Mengenbegr bei Fehler (0:LDK,1:UV1,2:UV2,3:ARSpR,4:ARSnR)";"1x1"
"$01537";"FUN-S mit/ohne (1/0) Atmosphaerendruck-Sensor";"1x1"
"$01534";"FUN-S mit/ohne (1/0) Abgasrueckfuehrung";"1x1"
"$01543";"FUN-S ext. Mengeneingriff ASR (0:no/1:PBM/2:CAN)";"1x1"
"$0153F";"FUN-S Checksumme - nicht aendern";"1x1"
"$01532";"FUN-S Datenstand-Variante";"1x1"
"$0153A";"FUN-S ext. Mengeneingriff (0:no/1:PBM/2:CAN/3:AG4)";"1x1"
"$01541";"FUN-S FGG-Tachofrequenzumschaltung (0:fgwDA1_/1:fgwDA2_)";"1x1"
"$0153B";"FUN-S FGR-Funktions-Typ (0:no /1/2/3/4)";"1x1"
"$01535";"FUN-S ARF-Steuerung mit/ohne (1/0) Hysterese";"1x1"
"$01536";"FUN-S mit/ohne (1/0) Ladedruck-Regelung/-Steuerung";"1x1"
"$01544";"FUN-S ext. Mengeneingriff MSR (0:no/1:PBM/2:CAN)";"1x1"
"$01539";"Luftmasse Messen/Berechnen aus P und T (nicht verwendet)";"1x1"
"$01538";"FUN-S mit/ohne (1/0) Register-Resonanzaufladung";"1x1"
"$0153E";"FUN-S SBR ja/nein (1:SB-Regelung, 0:kein NBF)";"1x1"
"$0153C";"FUN-S TDS Pegel/Frequ. (0:no/1:high/2:low/3:togglen)";"1x1"
"$0153D";"FUN-S VB-/TQ-Signal (0:no/1:TQhigh/2:TQlow/3:VBS)";"1x1"
"$0152A";"Kickdowneingang/ausgangbehandlung";"1x1"
"$01518";"KWH Anzahl der Gluehkerzenausgaenge (0..3)";"1x1"
"$01524";"Adaption ueber Verbrauch/Drehzahl/Gang (0/1/2)";"1x1"
"$01526";"anti reset windup Rueckrechnen/Einfrieren (0/1)";"1x1"
"$01525";"Begrenzung TV ueber Verbrauch/Drehzahl/Gang (0/1/2)";"1x1"
"$01513";"LDR Mengeneingang (1:aktuelle/2:wunsch/3:wunsch roh)";"1x1"
"$01514";"LDR Menge Steuerung (1:aktuelle/2:wunsch/3:wunsch roh)";"1x1"
"$01523";"Umschalten Relativ-/Absolutdruckregelung (1/0)";"1x1"
"$0152E";"LDS Steller-typ (1:gemeindsame freq. 2:langsam 4:spezial)";"1x1"
"$01515";"OBDII-Testsoftwareunterstuetzung (0:nein/1:ja)";"1x1"
"$01519";"PBM_A Auswahl PBM Signal fuer AG4, oder MPS Signal";"1x1"
"$01511";"SBR Mengeneingang (1:aktuelle/2:wunsch/3:wunsch roh)";"1x1"
"$01510";"KUN-S SB-Sollwertbildung Typ (1: M_E /2: T_W)";"1x1"
"$0152B";"STA62-Interpretation";"1x1"
"$01528";"Umschalten Wasser- oder Saugrohrtemperatur";"1x1"
"$0152C";"Umschaltung Systemleuchte (0:GAZ/DIA sep. 1:Systeml.)";"1x1"
"$01506";"Fahrzeugmasse code";"1x1"
"$01507";"VAR-S Getriebetyp (1:Handschalter/2:Automat/3:-)";"1x1"
"$0152D";"Umschaltung Immobilizer (0: Schwellen 1:Nachlauf)";"1x1"
"$01504";"VAR_S LDR-Typ (1:Saug+DK/2:Lad.+DK+UVS/8:Lad.+WSG)";"1x1"
"$01505";"VAR-S Zylinderzahl (4 / 5 / 6)";"1x1"
"$01508";"KUN-S ARF-Abgleichwert mul/add (2/1)";"1x1"
"$01517";"Begrenzungsmengenabgleich";"1x1"
"$01509";"KUN-S DKR-Abgleichwert - nicht aendern";"1x1"
"$0150A";"KUN-S  ARF P_ATM-abhaeng. Korrektur mul/add (2/1)";"1x1"
"$0150B";"KUN-S DKR P_ATM-abhaeng. Korrektur - nicht aendern";"1x1"
"$0150C";"KUN-S DKR dynam. Vorsteuerung - nicht aendern";"1x1"
"$0150D";"KUN-S LDR Vorst. add/sub(+1/+0) Betrag/Wert(+4/+0)";"1x1"
"$0150F";"KUN-S Ersatzdrehzahlgeber (0:no/1:HZG/2:NBF/3:-)";"1x1"
"$01516";"Vorgluehzeitberechnung ueber ADF/UBatt (1/0)";"1x1"
"$0150E";"KUN-S Luftmengenmesser (1: KLM, 2: HFM, 3: HFM5 )";"1x1"
"$024AE";"AG4_E Entprellzeit ein";"1x1"
"$024B0";"AG4_E Entprellzeit aus";"1x1"
"$024AC";"AG4_E Eingang benutzt";"1x1"
"$024AD";"AG4_E Eingang invertiert";"1x1"
"$0248A";"BRE_E Entprellzeit ein";"1x1"
"$0248C";"BRE_E Entprellzeit aus";"1x1"
"$02488";"BRE_E Eingang benutzt";"1x1"
"$02489";"BRE_E Eingang invertiert";"1x1"
"$02484";"BRK_E Entprellzeit ein";"1x1"
"$02486";"BRK_E Entprellzeit aus";"1x1"
"$02482";"BRK_E Eingang benutzt";"1x1"
"$02483";"BRK_E Eingang invertiert";"1x1"
"$0247E";"FGR_A Entprellzeit ein";"1x1"
"$02480";"FGR_A Entprellzeit aus";"1x1"
"$0247C";"FGR_A Eingang benutzt";"1x1"
"$0247D";"FGR_A Eingang invertiert";"1x1"
"$024A2";"FGR_V Entprellzeit ein";"1x1"
"$024A4";"FGR_V Entprellzeit aus";"1x1"
"$024A0";"FGR_V Eingang benutzt";"1x1"
"$024A1";"FGR_V Eingang invertiert";"1x1"
"$0246C";"FGR_P Entprellzeit ein";"1x1"
"$0246E";"FGR_P Entprellzeit aus";"1x1"
"$0246A";"FGR_P Eingang benutzt";"1x1"
"$0246B";"FGR_P Eingang invertiert";"1x1"
"$02478";"FGR_W Entprellzeit ein";"1x1"
"$0247A";"FGR_W Entprellzeit aus";"1x1"
"$02476";"FGR_W Eingang benutzt";"1x1"
"$02477";"FGR_W Eingang invertiert";"1x1"
"$024BA";"Freier Digitaleingang Nr. 1 Entprellzeit ein";"1x1"
"$024BC";"Freier Digitaleingang Nr. 1 Entprellzeit aus";"1x1"
"$024B8";"Freier Digitaleingang Nr. 1 benutzt";"1x1"
"$024B9";"Freier Digitaleingang Nr. 1 invertiert";"1x1"
"$024C0";"Freier Digitaleingang Nr. 12 Entprellzeit ein";"1x1"
"$024C2";"Freier Digitaleingang Nr. 12 Entprellzeit aus";"1x1"
"$024BE";"Freier Digitaleingang Nr. 12 benutzt";"1x1"
"$024BF";"Freier Digitaleingang Nr. 12 invertiert";"1x1"
"$024C6";"Freier Digitaleingang Nr. 14 Entprellzeit ein";"1x1"
"$024C8";"Freier Digitaleingang Nr. 14 Entprellzeit aus";"1x1"
"$024C4";"Freier Digitaleingang Nr. 14 benutzt";"1x1"
"$024C5";"Freier Digitaleingang Nr. 14 invertiert";"1x1"
"$024B4";"K15_E Entprellzeit ein";"1x1"
"$024B6";"K15_E Entprellzeit aus";"1x1"
"$024B2";"K15_E Eingang benutzt";"1x1"
"$024B3";"K15_E Eingang invertiert";"1x1"
"$024A8";"KIK   Entprellzeit ein";"1x1"
"$024AA";"KIK   Entprellzeit aus";"1x1"
"$024A6";"KIK   Eingang benutzt";"1x1"
"$024A7";"KIK   Eingang invertiert";"1x1"
"$0249C";"KLI_E Entprellzeit ein";"1x1"
"$0249E";"KLI_E Entprellzeit aus";"1x1"
"$0249A";"KLI_E Eingang benutzt";"1x1"
"$0249B";"KLI_E Eingang invertiert";"1x1"
"$02490";"KUP_E Entprellzeit ein";"1x1"
"$02492";"KUP_E Entprellzeit aus";"1x1"
"$0248E";"KUP_E Eingang benutzt";"1x1"
"$0248F";"KUP_E Eingang invertiert";"1x1"
"$02472";"Kuehlwasserheitzungs Entprellzeit ein";"1x1"
"$02474";"Kuehlwasserheitzungs Entprellzeit aus";"1x1"
"$02470";"Kuehlwasserheizungs Eingang benutzt";"1x1"
"$02471";"Kuehlwasserheitzungs Eingang invertiert";"1x1"
"$02496";"LGS_E Entprellzeit ein";"1x1"
"$02498";"LGS_E Entprellzeit aus";"1x1"
"$02494";"LGS_E Eingang benutzt";"1x1"
"$02495";"LGS_E Eingang invertiert";"1x1"
"$024CF";"Schalter K15 ueber GAD31 (1:GAD31 0:lern)";"1x1"
"$024CA";"V_Schwelle_fuer_Initialisierung";"1x1"
"$024CC";"V_Schwelle_fuer_Fahrt";"1x1"
"$024D0";"Wartezeit bis Kupplung v_Schwelle_Test nach Init";"1x1"
"$024CE";"Vorgabewert KUP nicht auswertbar ODER defekt";"1x1"
"$02512";"DZG Normierungskonstante High-Wert";"1x1"
"$02514";"DZG Normierungskonstante Low-Wert";"1x1"
"$02516";"DZG Periodenwert bis Vorgabe N = 0";"1x1"
"$024E8";"DZG max. Abtastzeit fuer N-synchrone Berechnungen";"1x1"
"$024E2";"DZG Ausblendzaehler fuer dynamische Plausibilitaet";"1x1"
"$024E4";"DZG Segmentzahl bis Defekt-Erkennung dyn. Plausib.";"1x1"
"$024E0";"DZG Fenster Perioden-Verhaeltnis zum Intakterkennen";"1x1"
"$024DC";"DZG obere N-Schwelle aus HZG stat. Plausibilitaet";"1x1"
"$024EE";"DZG Mindestanzahl plaus. Perioden zur Intakterk.";"1x1"
"$024D4";"DZG max. Periodendauer-Verhaeltnis dyn. Plausibil.";"1x1"
"$024D6";"DZG min. Periodendauer-Verhaeltnis dyn. Plausibil.";"1x1"
"$024D8";"DZG laengste zu berechnende  Periode f.dyn.Plaus.";"1x1"
"$024EC";"DZG min. Zeit zw. Interrupts, nicht applizierbar";"1x1"
"$024DA";"DZG untere N-Schwelle aus DZG stat. Plausibilitaet";"1x1"
"$024DE";"DZG N-Schwelle zur Erkennung Ueberdrehzahl";"1x1"
"$024F2";"Segmentzahl bis endgueltig defekt statisch";"1x1"
"$024F6";"Synchronisation des Segmentzaehlers enable";"1x1"
"$024F4";"Bit0:Stat.pl.mit SEK,Bit1:Dyn.pl.mit SEK,Bit3:SEK bei Def";"1x1"
"$024E6";"DZG Timeoutzeit Initialwert";"1x1"
"$024EA";"DZG Ueberdrehzahl-Ausblendezeit nach Start";"1x1"
"$024D2";"DZG untere N-Schwelle  dynamische Plausibilitaet";"1x1"
"$024F0";"maximale Defektwerdezeit der dyn.Plausibilitaet";"1x1"
"$02524";"DZG Umrechnungs-Faktor dynam. Timeout";"1x1"
"$0251E";"DZG minimale Periodendauer dynam. Timeout";"1x1"
"$02520";"DZG maximale Periodendauer dynam. Timeout";"1x1"
"$02522";"DZG Umrechnungs-Offset dynam. Timeout";"1x1"
"$02526";"DZG Ausblendung der NBF-Nachpreller";"1x1"
"$02518";"SEK_N Normierungskonstante High-Wert";"1x1"
"$0251A";"SEK_N Normierungskonstante Low-Wert";"1x1"
"$0251C";"SEK_N Periodenwert bis Vorgabe N = 0";"1x1"
"$02502";"NBF-maximale Drehbeschleunigung fuer dyn.Plaus.";"1x1"
"$024FC";"NBF-Kurbenwellenumdrehungen bis endgueltig defekt (dyn.Plaus)";"1x1"
"$02508";"NBF-Fenster fuer NBF-statische Plausibilitaet";"1x1"
"$0250A";"NBF-Fenster fuer NBF-statische Plausibilitaet";"1x1"
"$0250C";"NBF-Fenster fuer Heilung NBF-dyn.Plaus.";"1x1"
"$0250E";"NBF-Fenster fuer Heilung NBF-dyn.Plaus.";"1x1"
"$024FE";"NBF-untere Mengenschwelle fuer stat.Plausibiliaet";"1x1"
"$02510";"Drehzahl fuer Ueberdrehzahlerkennung";"1x1"
"$02504";"NBF-Rampenwert fuer NBF-Ausfall";"1x1"
"$02506";"Wartezeit fuer Vergleich beider DZG";"1x1"
"$024FA";"NBF-untere Plausibiltaetsschwelle dynamische Plausibilitaet";"1x1"
"$024F8";"NBF-untere Plausibiltaetsschwelle statische Plausibilitaet";"1x1"
"$02500";"NBF-untere Usoll-Schwelle fuer stat.Plausibilitaet";"1x1"
"$06EC6";"ECOMATIC PWG Vorgabewert";"1x1"
"$06EC0";"Wartezeit fuer Highpegel der Ecomatic";"1x1"
"$06EC2";"Drehzahlschwelle fuer Startmengenfreigabe bei Ecomatic";"1x1"
"$06EC4";"Wassertemperaturschwelle fuer ECO-Aus";"1x1"
"$014E8";"Gatearray Antwort = f(Frage)";"2x1"
"$014A6";"Periodendauer ARS ""spezial""";"1x1"
"$014DC";"EST obere  Begrenzung Stromregler";"1x1"
"$014DE";"EST untere Begrenzung Stromregler";"1x1"
"$014C2";"Anzahl CJ400 Bausteine";"1x1"
"$014C4";"Anzahl BTS Bausteine";"1x1"
"$014A8";"EST uC-Port-Pin IN1/CJ400_1";"1x1"
"$014AA";"EST uC-Port-Pin IN2/CJ400_1";"1x1"
"$014AC";"EST uC-Port-Pin IN3/CJ400_1";"1x1"
"$014AE";"EST uC-Port-Pin IN4/CJ400_1";"1x1"
"$014B0";"EST uC-Port-Pin IN1/CJ400_2";"1x1"
"$014B2";"EST uC-Port-Pin IN2/CJ400_2";"1x1"
"$014B4";"EST uC-Port-Pin IN3/CJ400_2";"1x1"
"$014B6";"EST uC-Port-Pin IN4/CJ400_2";"1x1"
"$014B8";"Pinnummer IN1/CJ400_3";"1x1"
"$014BA";"Pinnummer IN2/CJ400_3";"1x1"
"$014BC";"Pinnummer IN3/CJ400_3";"1x1"
"$014BE";"Pinnummer IN4/CJ400_3";"1x1"
"$014C0";"Pinnummer letzte Endstufe";"1x1"
"$01470";"EST Kennwort Abgasrueckfuehrsteller";"1x1"
"$01490";"Brennstoffdosierpumpe";"1x1"
"$01498";"CARB";"1x1"
"$01482";"EST Kennwort Diagnoselampe";"1x1"
"$0148E";"EST Kennwort Elektrische Abschaltung";"1x1"
"$01484";"EST Kennwort Gluehanzeige";"1x1"
"$01492";"GER Endstufe";"1x1"
"$01488";"EST Kennwort Gluehhilfsrelais";"1x1"
"$01494";"Gluehstift1 ( Kuehlwasserheizung )";"1x1"
"$01496";"Gluehstift2 ( Kuehlwasserheizung )";"1x1"
"$0147E";"EST Kennwort Gluehrelaissteller";"1x1"
"$0148A";"EST Kennwort Getriebansteuerung 1";"1x1"
"$0148C";"EST Kennwort Getriebansteuerung 2";"1x1"
"$01486";"EST Kennwort Klimasteuerungausgang 0";"1x1"
"$01474";"EST Kennwort Drosselklappensteller";"1x1"
"$01472";"EST Kennwort Ladedruck- / Drosselklappensteller";"1x1"
"$01478";"EST Kennwort Motorlage 1";"1x1"
"$0147C";"EST Kennwort Motorlage 2";"1x1"
"$01480";"EST Kennwort Magnetventilsteller";"1x1"
"$0147A";"EST Kennwort Register-Resonanzaufladung 1";"1x1"
"$0149A";"EST TV-Periodendauer Ansteuerung EPW";"1x1"
"$01476";"EST Kennwort LD-/DK-Umschaltventil 1";"1x1"
"$014A0";"Normexponent  LDS langsam";"1x1"
"$014A2";"Periodendauer LDS langsam";"1x1"
"$014A4";"Periodendauer LDS ""spezial""";"1x1"
"$0149C";"MVS Periodendauer 1 fuer Toggeln SV";"1x1"
"$0149E";"MVS Periodendauer 2 fuer Toggeln SV";"1x1"
"$07458";"Anzahl nicht diagnostizierbare ES";"1x1"
"$014D0";"EST Fensterbreite I-Kleinsignal Stromregler";"1x1"
"$014D4";"EST I-Verstaerkung negatives Grossignal Stromregler";"1x1"
"$014D8";"EST I-Normierungsexponent Stromregler";"1x1"
"$014D6";"EST I-Verstaerkung positives Grossignal Stromregler";"1x1"
"$014D2";"EST I-Verstaerkung Kleinsignal Stromregler";"1x1"
"$014C6";"EST Fensterbreite P-Kleinsignal Stromregler";"1x1"
"$014CA";"EST P-Verstaerkung negatives Grossignal Stromregler";"1x1"
"$014CE";"EST P-Normierungsexponent Stromregler";"1x1"
"$014CC";"EST P-Verstaerkung positives Grossignal Stromregler";"1x1"
"$014C8";"EST P-Verstaerkung Kleinsignal Stromregler";"1x1"
"$014DA";"EST Vorgabewert fuer Stromregler-Integrator";"1x1"
"$01500";"EST stromgeregelte Endstufe (LDS) I_soll = f(TV)";"2x1"
"$014F4";"EST U_Batt-Korrektur bei EPW-Steuerung  Faktor = f(U_Batt)";"2x1"
"$03536";"ADF SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03538";"ADF SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$0353A";"ADF SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03530";"ADF SRC unten  Zeit bis endgueltig defekt";"1x1"
"$03532";"ADF SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$03534";"ADF SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03D7C";"AG4 Low Timeout   Zeit bis endgueltig defekt";"1x1"
"$03D7E";"AG4 Low Timeout   Zeit bis endgueltig geheilt";"1x1"
"$03D80";"AG4 Low Timeout   Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$037BC";"ARS Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$037BE";"ARS Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$037C0";"ARS Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$037C2";"ARS Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$037C4";"ARS Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$037C6";"ARS Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$037F0";"ARS neg. RA  Zeit bis endgueltig defekt";"1x1"
"$037F2";"ARS neg. RA  Zeit bis endgueltig geheilt";"1x1"
"$037F4";"ARS neg. RA  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$037EA";"ARS pos. RA  Zeit bis endgueltig defekt";"1x1"
"$037EC";"ARS pos. RA  Zeit bis endgueltig geheilt";"1x1"
"$037EE";"ARS pos. RA  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03D6A";"ASR-Botschafts-Ausfall Ereignisse bis endgueltig defekt";"1x1"
"$03D6C";"ASR-Botschafts-Ausfall Ereignisse bis endgueltig geheilt";"1x1"
"$03D6E";"ASR-Botschafts-Ausfall Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03D88";"ASR-Botschafts-Ausfall Zeit bis endgueltig defekt";"1x1"
"$03D8A";"ASR-Botschafts-Ausfall Zeit bis endgueltig geheilt";"1x1"
"$03D8C";"ASR-Botschafts-Ausfall Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03B26";"Zeit bis endgueltig defekt";"1x1"
"$03B28";"Zeit bis endgueltig geheilt";"1x1"
"$03B2A";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03B2C";"Zeit bis endgueltig defekt";"1x1"
"$03B2E";"Zeit bis endgueltig geheilt";"1x1"
"$03B30";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03BB0";"BRE Plaus. mit BRK bei Init.  Zeit bis endgueltig defekt";"1x1"
"$03BB2";"BRE Plaus. mit BRK bei Init.  Zeit bis endgueltig geheilt";"1x1"
"$03BB4";"BRE Plaus. mit BRK bei Init.  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03BB6";"BRE Plaus. mit BRK  Zeit bis endgueltig defekt";"1x1"
"$03BB8";"BRE Plaus. mit BRK  Zeit bis endgueltig geheilt";"1x1"
"$03BBA";"BRE Plaus. mit BRK  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03C06";"CAN Offline  Zeit bis endgueltig defekt";"1x1"
"$03C08";"CAN Offline  Zeit bis endgueltig geheilt";"1x1"
"$03C0A";"CAN Offline  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03B82";"Zeit bis endgueltig defekt";"1x1"
"$03B84";"Zeit bis endgueltig geheilt";"1x1"
"$03B86";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03B88";"Zeit bis endgueltig defekt";"1x1"
"$03B8A";"Zeit bis endgueltig geheilt";"1x1"
"$03B8C";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$039E4";"DIA Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$039E6";"DIA Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$039E8";"DIA Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$039EA";"DIA Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$039EC";"DIA Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$039EE";"DIA Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$032B4";"DZG dyn. Plausibilitaet  Zeit bis endgueltig defekt";"1x1"
"$032B6";"DZG dyn. Plausibilitaet  Zeit bis endgueltig geheilt";"1x1"
"$032B8";"DZG dyn. Plausibilitaet  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$032C6";"DZG-Plausibilitaet mit LDF Zeit bis endgueltig defekt";"1x1"
"$032C8";"DZG-Plausibilitaet mit LDF Zeit bis endgueltig geheilt";"1x1"
"$032CA";"DZG-Plausibilitaet mit LDF Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$032BA";"DZG stat. Plausibilitaet  Zeit bis endgueltig defekt";"1x1"
"$032BC";"DZG stat. Plausibilitaet  Zeit bis endgueltig geheilt";"1x1"
"$032BE";"DZG stat. Plausibilitaet  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$032C0";"DZG Ueberdrehzahlerkennung  Zeit bis endgueltig defekt";"1x1"
"$032C2";"DZG Ueberdrehzahlerkennung  Zeit bis endgueltig geheilt";"1x1"
"$032C4";"DZG Ueberdrehzahlerkennung  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03AF8";"EAB-Fehler  Zeit bis endgueltig defekt";"1x1"
"$03AFA";"EAB-Fehler  Zeit bis endgueltig geheilt";"1x1"
"$03AFC";"EAB-Fehler  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03AFE";"EAB Plaus.  Zeit bis endgueltig defekt";"1x1"
"$03B00";"EAB Plaus.  Zeit bis endgueltig geheilt";"1x1"
"$03B02";"EAB Plaus.  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03D82";"ECO Low Timeout   Zeit bis endgueltig defekt";"1x1"
"$03D84";"ECO Low Timeout   Zeit bis endgueltig geheilt";"1x1"
"$03D86";"ECO Low Timeout   Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03C56";"AGL Checksum Zeit bis endgueltig defekt";"1x1"
"$03C58";"AGL Checksum Zeit bis endgueltig geheilt";"1x1"
"$03C5A";"AGL Checksum Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03C5C";"CC212 AGL Checksum Zeit bis endgueltig defekt";"1x1"
"$03C5E";"CC212 AGL Checksum Zeit bis endgueltig geheilt";"1x1"
"$03C60";"CC212 AGL Checksum Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03C50";"EEPROM Komm. Zeit bis endgueltig defekt";"1x1"
"$03C52";"EEPROM Komm. Zeit bis endgueltig geheilt";"1x1"
"$03C54";"EEPROM Komm. Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03C62";"keine uebereinst. Datensatznr. Zeit bis endgueltig defekt";"1x1"
"$03C64";"keine uebereinst. Datensatznr. Zeit bis endgueltig geheilt";"1x1"
"$03C66";"keine uebereinst. Datensatznr. Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03D76";"EGS-Botschafts-Ausfall Zeit bis endgueltig defekt";"1x1"
"$03D78";"EGS-Botschafts-Ausfall Zeit bis endgueltig geheilt";"1x1"
"$03D7A";"EGS-Botschafts-Ausfall Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$035AA";"FGR Bedienteilkontaktschluss  Zeit bis endgueltig defekt";"1x1"
"$035AC";"FGR Bedienteilkontaktschluss  Zeit bis endgueltig geheilt";"1x1"
"$035AE";"FGR Bedienteilkontaktschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$035A4";"FGA SRC oben  Zeit bis endgueltig defekt";"1x1"
"$035A6";"FGA SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$035A8";"FGA SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0359E";"FGA SRC unten  Zeit bis endgueltig defekt";"1x1"
"$035A0";"FGA SRC unten  Zeit bis endgueltig geheilt";"1x1"
"$035A2";"FGA SRC unten  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03710";"FGG-Frequenz  Zeit bis endgueltig defekt";"1x1"
"$03712";"FGG-Frequenz  Zeit bis endgueltig geheilt";"1x1"
"$03714";"FGG-Frequenz  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03704";"FGG SRC oben  Zeit bis endgueltig defekt";"1x1"
"$03706";"FGG SRC oben  Zeit bis endgueltig geheilt";"1x1"
"$03708";"FGG SRC oben  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$0370A";"FGG Plausibilitaet  Zeit bis endgueltig defekt";"1x1"
"$0370C";"FGG Plausibilitaet  Zeit bis endgueltig geheilt";"1x1"
"$0370E";"FGG Plausibilitaet  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03A12";"GAZ Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$03A14";"GAZ Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$03A16";"GAZ Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03A18";"GAZ Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$03A1A";"GAZ Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$03A1C";"GAZ Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03B54";"Zeit bis endgueltig defekt";"1x1"
"$03B56";"Zeit bis endgueltig geheilt";"1x1"
"$03B58";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03B5A";"Zeit bis endgueltig defekt";"1x1"
"$03B5C";"Zeit bis endgueltig geheilt";"1x1"
"$03B5E";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03A6E";"GRN Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$03A70";"GRN Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
"$03A72";"GRN Kurzschluss  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03A74";"GRN Leerlauf  Zeit bis endgueltig defekt";"1x1"
"$03A76";"GRN Leerlauf  Zeit bis endgueltig geheilt";"1x1"
"$03A78";"GRN Leerlauf  Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03CDA";"Zeit bis endgueltig defekt";"1x1"
"$03CDC";"Zeit bis endgueltig geheilt";"1x1"
"$03CDE";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03CE0";"Zeit bis endgueltig defekt";"1x1"
"$03CE2";"Zeit bis endgueltig geheilt";"1x1"
"$03CE4";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03CE6";"Zeit bis endgueltig defekt";"1x1"
"$03CE8";"Zeit bis endgueltig geheilt";"1x1"
"$03CEA";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03CEC";"Zeit bis endgueltig defekt";"1x1"
"$03CEE";"Zeit bis endgueltig geheilt";"1x1"
"$03CF0";"Zeit/Ereignisgesteuert, Loeschbar";"1x1"
"$03988";"GRS Kurzschluss  Zeit bis endgueltig defekt";"1x1"
"$0398A";"GRS Kurzschluss  Zeit bis endgueltig geheilt";"1x1"
